ライン,頻発停止(分類),日付,頻発停止回数,,
PP,仕GR出口洗浄機コンベア詰まり,7/28,0,,PP仕GR出口洗浄機コンベア詰まり45501
PP,仕GR出口洗浄機コンベア詰まり,7/29,,,PP仕GR出口洗浄機コンベア詰まり45502
PP,仕GR出口洗浄機コンベア詰まり,7/30,,,PP仕GR出口洗浄機コンベア詰まり45503
PP,仕GR出口洗浄機コンベア詰まり,7/31,,,PP仕GR出口洗浄機コンベア詰まり45504
PP,PRタッチセンサ,7/1,1,,PPPRタッチセンサ45474
PP,PRタッチセンサ,7/2,0,,PPPRタッチセンサ45475
PP,PRタッチセンサ,7/3,2,,PPPRタッチセンサ45476
PP,PRタッチセンサ,7/4,3,,PPPRタッチセンサ45477
PP,PRタッチセンサ,7/5,5,,PPPRタッチセンサ45478
PP,PRタッチセンサ,7/6,0,,PPPRタッチセンサ45479
PP,PRタッチセンサ,7/7,0,,PPPRタッチセンサ45480
PP,PRタッチセンサ,7/8,1,,PPPRタッチセンサ45481
PP,PRタッチセンサ,7/9,2,,PPPRタッチセンサ45482
PP,PRタッチセンサ,7/10,5,,PPPRタッチセンサ45483
PP,PRタッチセンサ,7/11,11,,PPPRタッチセンサ45484
PP,PRタッチセンサ,7/12,11,,PPPRタッチセンサ45485
PP,PRタッチセンサ,7/13,0,,PPPRタッチセンサ45486
PP,PRタッチセンサ,7/14,0,,PPPRタッチセンサ45487
PP,PRタッチセンサ,7/15,,,PPPRタッチセンサ45488
PP,PRタッチセンサ,7/16,,,PPPRタッチセンサ45489
PP,PRタッチセンサ,7/17,,,PPPRタッチセンサ45490
PP,PRタッチセンサ,7/18,,,PPPRタッチセンサ45491
PP,PRタッチセンサ,7/19,,,PPPRタッチセンサ45492
PP,PRタッチセンサ,7/20,0,,PPPRタッチセンサ45493
PP,PRタッチセンサ,7/21,0,,PPPRタッチセンサ45494
PP,PRタッチセンサ,7/22,,,PPPRタッチセンサ45495
PP,PRタッチセンサ,7/23,,,PPPRタッチセンサ45496
PP,PRタッチセンサ,7/24,,,PPPRタッチセンサ45497
PP,PRタッチセンサ,7/25,,,PPPRタッチセンサ45498
PP,PRタッチセンサ,7/26,,,PPPRタッチセンサ45499
PP,PRタッチセンサ,7/27,0,,PPPRタッチセンサ45500
PP,PRタッチセンサ,7/28,0,,PPPRタッチセンサ45501
PP,PRタッチセンサ,7/29,,,PPPRタッチセンサ45502
PP,PRタッチセンサ,7/30,,,PPPRタッチセンサ45503
PP,PRタッチセンサ,7/31,,,PPPRタッチセンサ45504
PP,PR排出,7/1,0,,PPPR排出45474
PP,PR排出,7/2,0,,PPPR排出45475
PP,PR排出,7/3,0,,PPPR排出45476
PP,PR排出,7/4,2,,PPPR排出45477
PP,PR排出,7/5,0,,PPPR排出45478
PP,PR排出,7/6,0,,PPPR排出45479
PP,PR排出,7/7,0,,PPPR排出45480
PP,PR排出,7/8,1,,PPPR排出45481
PP,PR排出,7/9,0,,PPPR排出45482
PP,PR排出,7/10,1,,PPPR排出45483
PP,PR排出,7/11,0,,PPPR排出45484
PP,PR排出,7/12,2,,PPPR排出45485
PP,PR排出,7/13,0,,PPPR排出45486
PP,PR排出,7/14,0,,PPPR排出45487
PP,PR排出,7/15,,,PPPR排出45488
PP,PR排出,7/16,,,PPPR排出45489
PP,PR排出,7/17,,,PPPR排出45490
PP,PR排出,7/18,,,PPPR排出45491
PP,PR排出,7/19,,,PPPR排出45492
PP,PR排出,7/20,0,,PPPR排出45493
PP,PR排出,7/21,0,,PPPR排出45494
PP,PR排出,7/22,,,PPPR排出45495
PP,PR排出,7/23,,,PPPR排出45496
PP,PR排出,7/24,,,PPPR排出45497
PP,PR排出,7/25,,,PPPR排出45498
PP,PR排出,7/26,,,PPPR排出45499
PP,PR排出,7/27,0,,PPPR排出45500
PP,PR排出,7/28,0,,PPPR排出45501
PP,PR排出,7/29,,,PPPR排出45502
PP,PR排出,7/30,,,PPPR排出45503
PP,PR排出,7/31,,,PPPR排出45504
PP,CHワークなし,7/1,0,,PPCHワークなし45474
PP,CHワークなし,7/2,0,,PPCHワークなし45475
PP,CHワークなし,7/3,0,,PPCHワークなし45476
PP,CHワークなし,7/4,0,,PPCHワークなし45477
PP,CHワークなし,7/5,0,,PPCHワークなし45478
PP,CHワークなし,7/6,0,,PPCHワークなし45479
PP,CHワークなし,7/7,0,,PPCHワークなし45480
PP,CHワークなし,7/8,0,,PPCHワークなし45481
PP,CHワークなし,7/9,0,,PPCHワークなし45482
PP,CHワークなし,7/10,0,,PPCHワークなし45483
PP,CHワークなし,7/11,0,,PPCHワークなし45484
PP,CHワークなし,7/12,1,,PPCHワークなし45485
PP,CHワークなし,7/13,0,,PPCHワークなし45486
PP,CHワークなし,7/14,0,,PPCHワークなし45487
PP,CHワークなし,7/15,,,PPCHワークなし45488
PP,CHワークなし,7/16,,,PPCHワークなし45489
PP,CHワークなし,7/17,,,PPCHワークなし45490
PP,CHワークなし,7/18,,,PPCHワークなし45491
PP,CHワークなし,7/19,,,PPCHワークなし45492
PP,CHワークなし,7/20,0,,PPCHワークなし45493
PP,CHワークなし,7/21,0,,PPCHワークなし45494
PP,CHワークなし,7/22,,,PPCHワークなし45495
PP,CHワークなし,7/23,,,PPCHワークなし45496
PP,CHワークなし,7/24,,,PPCHワークなし45497
PP,CHワークなし,7/25,,,PPCHワークなし45498
PP,CHワークなし,7/26,,,PPCHワークなし45499
PP,CHワークなし,7/27,0,,PPCHワークなし45500
PP,CHワークなし,7/28,0,,PPCHワークなし45501
PP,CHワークなし,7/29,,,PPCHワークなし45502
PP,CHワークなし,7/30,,,PPCHワークなし45503
PP,CHワークなし,7/31,,,PPCHワークなし45504
PP,CHIAI異常,7/1,0,,PPCHIAI異常45474
PP,CHIAI異常,7/2,1,,PPCHIAI異常45475
PP,CHIAI異常,7/3,0,,PPCHIAI異常45476
PP,CHIAI異常,7/4,1,,PPCHIAI異常45477
PP,CHIAI異常,7/5,0,,PPCHIAI異常45478
PP,CHIAI異常,7/6,0,,PPCHIAI異常45479
PP,CHIAI異常,7/7,0,,PPCHIAI異常45480
PP,CHIAI異常,7/8,0,,PPCHIAI異常45481
PP,CHIAI異常,7/9,0,,PPCHIAI異常45482
PP,CHIAI異常,7/10,1,,PPCHIAI異常45483
PP,CHIAI異常,7/11,2,,PPCHIAI異常45484
PP,CHIAI異常,7/12,6,,PPCHIAI異常45485
PP,CHIAI異常,7/13,0,,PPCHIAI異常45486
PP,CHIAI異常,7/14,0,,PPCHIAI異常45487
PP,CHIAI異常,7/15,,,PPCHIAI異常45488
PP,CHIAI異常,7/16,,,PPCHIAI異常45489
PP,CHIAI異常,7/17,,,PPCHIAI異常45490
PP,CHIAI異常,7/18,,,PPCHIAI異常45491
PP,CHIAI異常,7/19,,,PPCHIAI異常45492
PP,CHIAI異常,7/20,0,,PPCHIAI異常45493
PP,CHIAI異常,7/21,0,,PPCHIAI異常45494
PP,CHIAI異常,7/22,,,PPCHIAI異常45495
PP,CHIAI異常,7/23,,,PPCHIAI異常45496
PP,CHIAI異常,7/24,,,PPCHIAI異常45497
PP,CHIAI異常,7/25,,,PPCHIAI異常45498
PP,CHIAI異常,7/26,,,PPCHIAI異常45499
PP,CHIAI異常,7/27,0,,PPCHIAI異常45500
PP,CHIAI異常,7/28,0,,PPCHIAI異常45501
PP,CHIAI異常,7/29,,,PPCHIAI異常45502
PP,CHIAI異常,7/30,,,PPCHIAI異常45503
PP,CHIAI異常,7/31,,,PPCHIAI異常45504
PP,CHゲート下降,7/1,1,,PPCHゲート下降45474
PP,CHゲート下降,7/2,0,,PPCHゲート下降45475
PP,CHゲート下降,7/3,0,,PPCHゲート下降45476
PP,CHゲート下降,7/4,0,,PPCHゲート下降45477
PP,CHゲート下降,7/5,0,,PPCHゲート下降45478
PP,CHゲート下降,7/6,0,,PPCHゲート下降45479
PP,CHゲート下降,7/7,0,,PPCHゲート下降45480
PP,CHゲート下降,7/8,0,,PPCHゲート下降45481
PP,CHゲート下降,7/9,0,,PPCHゲート下降45482
PP,CHゲート下降,7/10,0,,PPCHゲート下降45483
PP,CHゲート下降,7/11,3,,PPCHゲート下降45484
PP,CHゲート下降,7/12,0,,PPCHゲート下降45485
PP,CHゲート下降,7/13,0,,PPCHゲート下降45486
PP,CHゲート下降,7/14,0,,PPCHゲート下降45487
PP,CHゲート下降,7/15,,,PPCHゲート下降45488
PP,CHゲート下降,7/16,,,PPCHゲート下降45489
PP,CHゲート下降,7/17,,,PPCHゲート下降45490
PP,CHゲート下降,7/18,,,PPCHゲート下降45491
PP,CHゲート下降,7/19,,,PPCHゲート下降45492
PP,CHゲート下降,7/20,0,,PPCHゲート下降45493
PP,CHゲート下降,7/21,0,,PPCHゲート下降45494
PP,CHゲート下降,7/22,,,PPCHゲート下降45495
PP,CHゲート下降,7/23,,,PPCHゲート下降45496
PP,CHゲート下降,7/24,,,PPCHゲート下降45497
PP,CHゲート下降,7/25,,,PPCHゲート下降45498
PP,CHゲート下降,7/26,,,PPCHゲート下降45499
PP,CHゲート下降,7/27,0,,PPCHゲート下降45500
PP,CHゲート下降,7/28,0,,PPCHゲート下降45501
PP,CHゲート下降,7/29,,,PPCHゲート下降45502
PP,CHゲート下降,7/30,,,PPCHゲート下降45503
PP,CHゲート下降,7/31,,,PPCHゲート下降45504
PP,CH排出センサ,7/1,0,,PPCH排出センサ45474
PP,CH排出センサ,7/2,0,,PPCH排出センサ45475
PP,CH排出センサ,7/3,0,,PPCH排出センサ45476
PP,CH排出センサ,7/4,0,,PPCH排出センサ45477
PP,CH排出センサ,7/5,0,,PPCH排出センサ45478
PP,CH排出センサ,7/6,0,,PPCH排出センサ45479
PP,CH排出センサ,7/7,0,,PPCH排出センサ45480
PP,CH排出センサ,7/8,0,,PPCH排出センサ45481
PP,CH排出センサ,7/9,0,,PPCH排出センサ45482
PP,CH排出センサ,7/10,0,,PPCH排出センサ45483
PP,CH排出センサ,7/11,1,,PPCH排出センサ45484
PP,CH排出センサ,7/12,0,,PPCH排出センサ45485
PP,CH排出センサ,7/13,0,,PPCH排出センサ45486
PP,CH排出センサ,7/14,0,,PPCH排出センサ45487
PP,CH排出センサ,7/15,,,PPCH排出センサ45488
PP,CH排出センサ,7/16,,,PPCH排出センサ45489
PP,CH排出センサ,7/17,,,PPCH排出センサ45490
PP,CH排出センサ,7/18,,,PPCH排出センサ45491
PP,CH排出センサ,7/19,,,PPCH排出センサ45492
PP,CH排出センサ,7/20,0,,PPCH排出センサ45493
PP,CH排出センサ,7/21,0,,PPCH排出センサ45494
PP,CH排出センサ,7/22,,,PPCH排出センサ45495
PP,CH排出センサ,7/23,,,PPCH排出センサ45496
PP,CH排出センサ,7/24,,,PPCH排出センサ45497
PP,CH排出センサ,7/25,,,PPCH排出センサ45498
PP,CH排出センサ,7/26,,,PPCH排出センサ45499
PP,CH排出センサ,7/27,0,,PPCH排出センサ45500
PP,CH排出センサ,7/28,0,,PPCH排出センサ45501
PP,CH排出センサ,7/29,,,PPCH排出センサ45502
PP,CH排出センサ,7/30,,,PPCH排出センサ45503
PP,CH排出センサ,7/31,,,PPCH排出センサ45504
PP,測長搬送,7/1,4,,PP測長搬送45474
PP,測長搬送,7/2,0,,PP測長搬送45475
PP,測長搬送,7/3,0,,PP測長搬送45476
PP,測長搬送,7/4,0,,PP測長搬送45477
PP,測長搬送,7/5,0,,PP測長搬送45478
PP,測長搬送,7/6,0,,PP測長搬送45479
PP,測長搬送,7/7,0,,PP測長搬送45480
PP,測長搬送,7/8,5,,PP測長搬送45481
PP,測長搬送,7/9,4,,PP測長搬送45482
PP,測長搬送,7/10,3,,PP測長搬送45483
PP,測長搬送,7/11,4,,PP測長搬送45484
PP,測長搬送,7/12,0,,PP測長搬送45485
PP,測長搬送,7/13,0,,PP測長搬送45486
PP,測長搬送,7/14,0,,PP測長搬送45487
PP,測長搬送,7/15,,,PP測長搬送45488
PP,測長搬送,7/16,,,PP測長搬送45489
PP,測長搬送,7/17,,,PP測長搬送45490
PP,測長搬送,7/18,,,PP測長搬送45491
PP,測長搬送,7/19,,,PP測長搬送45492
PP,測長搬送,7/20,0,,PP測長搬送45493
PP,測長搬送,7/21,0,,PP測長搬送45494
PP,測長搬送,7/22,,,PP測長搬送45495
PP,測長搬送,7/23,,,PP測長搬送45496
PP,測長搬送,7/24,,,PP測長搬送45497
PP,測長搬送,7/25,,,PP測長搬送45498
PP,測長搬送,7/26,,,PP測長搬送45499
PP,測長搬送,7/27,0,,PP測長搬送45500
PP,測長搬送,7/28,0,,PP測長搬送45501
PP,測長搬送,7/29,,,PP測長搬送45502
PP,測長搬送,7/30,,,PP測長搬送45503
PP,測長搬送,7/31,,,PP測長搬送45504
PP,測長センサー,7/1,0,,PP測長センサー45474
PP,測長センサー,7/2,0,,PP測長センサー45475
PP,測長センサー,7/3,0,,PP測長センサー45476
PP,測長センサー,7/4,0,,PP測長センサー45477
PP,測長センサー,7/5,0,,PP測長センサー45478
PP,測長センサー,7/6,0,,PP測長センサー45479
PP,測長センサー,7/7,0,,PP測長センサー45480
PP,測長センサー,7/8,1,,PP測長センサー45481
PP,測長センサー,7/9,1,,PP測長センサー45482
PP,測長センサー,7/10,1,,PP測長センサー45483
PP,測長センサー,7/11,0,,PP測長センサー45484
PP,測長センサー,7/12,0,,PP測長センサー45485
PP,測長センサー,7/13,0,,PP測長センサー45486
PP,測長センサー,7/14,0,,PP測長センサー45487
PP,測長センサー,7/15,,,PP測長センサー45488
PP,測長センサー,7/16,,,PP測長センサー45489
PP,測長センサー,7/17,,,PP測長センサー45490
PP,測長センサー,7/18,,,PP測長センサー45491
PP,測長センサー,7/19,,,PP測長センサー45492
PP,測長センサー,7/20,0,,PP測長センサー45493
PP,測長センサー,7/21,0,,PP測長センサー45494
PP,測長センサー,7/22,,,PP測長センサー45495
PP,測長センサー,7/23,,,PP測長センサー45496
PP,測長センサー,7/24,,,PP測長センサー45497
PP,測長センサー,7/25,,,PP測長センサー45498
PP,測長センサー,7/26,,,PP測長センサー45499
PP,測長センサー,7/27,0,,PP測長センサー45500
PP,測長センサー,7/28,0,,PP測長センサー45501
PP,測長センサー,7/29,,,PP測長センサー45502
PP,測長センサー,7/30,,,PP測長センサー45503
PP,測長センサー,7/31,,,PP測長センサー45504
PP,その他,7/1,0,,PPその他45474
PP,その他,7/2,0,,PPその他45475
PP,その他,7/3,0,,PPその他45476
PP,その他,7/4,0,,PPその他45477
PP,その他,7/5,0,,PPその他45478
PP,その他,7/6,0,,PPその他45479
PP,その他,7/7,0,,PPその他45480
PP,その他,7/8,0,,PPその他45481
PP,その他,7/9,0,,PPその他45482
PP,その他,7/10,0,,PPその他45483
PP,その他,7/11,0,,PPその他45484
PP,その他,7/12,0,,PPその他45485
PP,その他,7/13,0,,PPその他45486
PP,その他,7/14,0,,PPその他45487
PP,その他,7/15,,,PPその他45488
PP,その他,7/16,,,PPその他45489
PP,その他,7/17,,,PPその他45490
PP,その他,7/18,,,PPその他45491
PP,その他,7/19,,,PPその他45492
PP,その他,7/20,0,,PPその他45493
PP,その他,7/21,0,,PPその他45494
PP,その他,7/22,,,PPその他45495
PP,その他,7/23,,,PPその他45496
PP,その他,7/24,,,PPその他45497
PP,その他,7/25,,,PPその他45498
PP,その他,7/26,,,PPその他45499
PP,その他,7/27,0,,PPその他45500
PP,その他,7/28,0,,PPその他45501
PP,その他,7/29,,,PPその他45502
PP,その他,7/30,,,PPその他45503
PP,その他,7/31,,,PPその他45504
RA,PR上昇コンベア,7/1,2,,RAPR上昇コンベア45474
RA,PR上昇コンベア,7/2,1,,RAPR上昇コンベア45475
RA,PR上昇コンベア,7/3,1,,RAPR上昇コンベア45476
RA,PR上昇コンベア,7/4,3,,RAPR上昇コンベア45477
RA,PR上昇コンベア,7/5,1,,RAPR上昇コンベア45478
RA,PR上昇コンベア,7/6,0,,RAPR上昇コンベア45479
RA,PR上昇コンベア,7/7,0,,RAPR上昇コンベア45480
RA,PR上昇コンベア,7/8,2,,RAPR上昇コンベア45481
RA,PR上昇コンベア,7/9,1,,RAPR上昇コンベア45482
RA,PR上昇コンベア,7/10,1,,RAPR上昇コンベア45483
RA,PR上昇コンベア,7/11,2,,RAPR上昇コンベア45484
RA,PR上昇コンベア,7/12,3,,RAPR上昇コンベア45485
RA,PR上昇コンベア,7/13,0,,RAPR上昇コンベア45486
RA,PR上昇コンベア,7/14,0,,RAPR上昇コンベア45487
RA,PR上昇コンベア,7/15,,,RAPR上昇コンベア45488
RA,PR上昇コンベア,7/16,,,RAPR上昇コンベア45489
RA,PR上昇コンベア,7/17,,,RAPR上昇コンベア45490
RA,PR上昇コンベア,7/18,,,RAPR上昇コンベア45491
RA,PR上昇コンベア,7/19,,,RAPR上昇コンベア45492
RA,PR上昇コンベア,7/20,0,,RAPR上昇コンベア45493
RA,PR上昇コンベア,7/21,0,,RAPR上昇コンベア45494
RA,PR上昇コンベア,7/22,,,RAPR上昇コンベア45495
RA,PR上昇コンベア,7/23,,,RAPR上昇コンベア45496
RA,PR上昇コンベア,7/24,,,RAPR上昇コンベア45497
RA,PR上昇コンベア,7/25,,,RAPR上昇コンベア45498
RA,PR上昇コンベア,7/26,,,RAPR上昇コンベア45499
RA,PR上昇コンベア,7/27,0,,RAPR上昇コンベア45500
RA,PR上昇コンベア,7/28,0,,RAPR上昇コンベア45501
RA,PR上昇コンベア,7/29,,,RAPR上昇コンベア45502
RA,PR上昇コンベア,7/30,,,RAPR上昇コンベア45503
RA,PR上昇コンベア,7/31,,,RAPR上昇コンベア45504
RA,上昇コンベア→荒GR,7/1,0,,RA上昇コンベア→荒GR45474
RA,上昇コンベア→荒GR,7/2,1,,RA上昇コンベア→荒GR45475
RA,上昇コンベア→荒GR,7/3,2,,RA上昇コンベア→荒GR45476
RA,上昇コンベア→荒GR,7/4,3,,RA上昇コンベア→荒GR45477
RA,上昇コンベア→荒GR,7/5,1,,RA上昇コンベア→荒GR45478
RA,上昇コンベア→荒GR,7/6,0,,RA上昇コンベア→荒GR45479
RA,上昇コンベア→荒GR,7/7,0,,RA上昇コンベア→荒GR45480
RA,上昇コンベア→荒GR,7/8,1,,RA上昇コンベア→荒GR45481
RA,上昇コンベア→荒GR,7/9,1,,RA上昇コンベア→荒GR45482
RA,上昇コンベア→荒GR,7/10,1,,RA上昇コンベア→荒GR45483
RA,上昇コンベア→荒GR,7/11,0,,RA上昇コンベア→荒GR45484
RA,上昇コンベア→荒GR,7/12,0,,RA上昇コンベア→荒GR45485
RA,上昇コンベア→荒GR,7/13,0,,RA上昇コンベア→荒GR45486
RA,上昇コンベア→荒GR,7/14,0,,RA上昇コンベア→荒GR45487
RA,上昇コンベア→荒GR,7/15,,,RA上昇コンベア→荒GR45488
RA,上昇コンベア→荒GR,7/16,,,RA上昇コンベア→荒GR45489
RA,上昇コンベア→荒GR,7/17,,,RA上昇コンベア→荒GR45490
RA,上昇コンベア→荒GR,7/18,,,RA上昇コンベア→荒GR45491
RA,上昇コンベア→荒GR,7/19,,,RA上昇コンベア→荒GR45492
RA,上昇コンベア→荒GR,7/20,0,,RA上昇コンベア→荒GR45493
RA,上昇コンベア→荒GR,7/21,0,,RA上昇コンベア→荒GR45494
RA,上昇コンベア→荒GR,7/22,,,RA上昇コンベア→荒GR45495
RA,上昇コンベア→荒GR,7/23,,,RA上昇コンベア→荒GR45496
RA,上昇コンベア→荒GR,7/24,,,RA上昇コンベア→荒GR45497
RA,上昇コンベア→荒GR,7/25,,,RA上昇コンベア→荒GR45498
RA,上昇コンベア→荒GR,7/26,,,RA上昇コンベア→荒GR45499
RA,上昇コンベア→荒GR,7/27,0,,RA上昇コンベア→荒GR45500
RA,上昇コンベア→荒GR,7/28,0,,RA上昇コンベア→荒GR45501
RA,上昇コンベア→荒GR,7/29,,,RA上昇コンベア→荒GR45502
RA,上昇コンベア→荒GR,7/30,,,RA上昇コンベア→荒GR45503
RA,上昇コンベア→荒GR,7/31,,,RA上昇コンベア→荒GR45504
RA,荒GR→CH振分部,7/1,0,,RA荒GR→CH振分部45474
RA,荒GR→CH振分部,7/2,0,,RA荒GR→CH振分部45475
RA,荒GR→CH振分部,7/3,1,,RA荒GR→CH振分部45476
RA,荒GR→CH振分部,7/4,0,,RA荒GR→CH振分部45477
RA,荒GR→CH振分部,7/5,0,,RA荒GR→CH振分部45478
RA,荒GR→CH振分部,7/6,0,,RA荒GR→CH振分部45479
RA,荒GR→CH振分部,7/7,0,,RA荒GR→CH振分部45480
RA,荒GR→CH振分部,7/8,0,,RA荒GR→CH振分部45481
RA,荒GR→CH振分部,7/9,0,,RA荒GR→CH振分部45482
RA,荒GR→CH振分部,7/10,0,,RA荒GR→CH振分部45483
RA,荒GR→CH振分部,7/11,0,,RA荒GR→CH振分部45484
RA,荒GR→CH振分部,7/12,0,,RA荒GR→CH振分部45485
RA,荒GR→CH振分部,7/13,0,,RA荒GR→CH振分部45486
RA,荒GR→CH振分部,7/14,0,,RA荒GR→CH振分部45487
RA,荒GR→CH振分部,7/15,,,RA荒GR→CH振分部45488
RA,荒GR→CH振分部,7/16,,,RA荒GR→CH振分部45489
RA,荒GR→CH振分部,7/17,,,RA荒GR→CH振分部45490
RA,荒GR→CH振分部,7/18,,,RA荒GR→CH振分部45491
RA,荒GR→CH振分部,7/19,,,RA荒GR→CH振分部45492
RA,荒GR→CH振分部,7/20,0,,RA荒GR→CH振分部45493
RA,荒GR→CH振分部,7/21,0,,RA荒GR→CH振分部45494
RA,荒GR→CH振分部,7/22,,,RA荒GR→CH振分部45495
RA,荒GR→CH振分部,7/23,,,RA荒GR→CH振分部45496
RA,荒GR→CH振分部,7/24,,,RA荒GR→CH振分部45497
RA,荒GR→CH振分部,7/25,,,RA荒GR→CH振分部45498
RA,荒GR→CH振分部,7/26,,,RA荒GR→CH振分部45499
RA,荒GR→CH振分部,7/27,0,,RA荒GR→CH振分部45500
